date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-01-16,36247,25483,116599893167.989,0.00685028886930481,0.007988007854341317341747023361,0.0000256538338964008,13251.6577019124,149.27653733,187.452302872597,0.00010201025875123,1.16608335892731,16991.3580919109,61.4605222966631,99992759758.830672,1658944,70937,669849137.382996,781099932.094125,9454.38338675409,11024.5991362128,432.942231,504.846730945963,670665594.306175,782051988.925525,0.0980574720702405,0.15159520836263,0.14925266023621
2018-01-17,35483,25730,129148497079.677,0.00650095564695212,0.008396495312992495013233240025,0.0000193736792765131,13423.0572321154,137.2424868,204.404048422663,0.000115736910300175,1.29157861843421,18981.2337071832,69.8561200748092,99992749366.077927,1598650,66633,728584505.406563,941024168.905581,10946.9296033645,14138.8202132101,408.491,527.598241422809,729426760.260988,942112007.266829,0.0981862724812493,0.15232641110716,0.149557888191008
2018-01-18,31597,25832,156747572359.695,0.00594263081092049,0.0093156057402437544285880098,0.0000235138426985694,12946.4003399267,309.55291088,246.182260712364,0.000139390358813864,1.56758951323796,23141.3578316479,109.484593401792,99992741107.282987,1389754,58456,323023100.716451,506367625.216718,5552.16800747468,8703.52034425261,281.442372,441.186110928017,324557533.04494,508772985.243631,0.0991302775800211,0.155283275207747,0.151076673902351
2018-01-19,23557,25685,152435878090.677,0.00479438822414774,0.007308898671717290783660185738,0.0000228670426653336,7050.91647530169,149.09675463,235.378183035614,0.000133254847569249,1.52446951102224,22558.3366896921,111.65584831182,99992736482.122284,964703,39989,670656693.588316,1022395681.73837,16777.7028563516,25577.0964694987,249.98,381.08688836534,670923559.522643,1022802510.71878,0.0991193447663198,0.135515769495136,0.150971999903968
2018-01-20,19674,24672,156831450487.643,0.00787140584900799,0.01234573741819604712232725833,0.0000188211422279825,9103.62331480358,436.4315086,240.808983890658,0.00012283668711161,1.56842851899854,23665.2508326251,42.6535062474273,99992730677.826325,737390,40426,229114371.22828,359349513.946853,5677.3305870589,8904.4872045259,316.736414,496.778424722928,229511766.312443,359972799.730164,0.0988136938537143,0.13541321718639,0.150972195002077
2018-01-21,17600,24514,135621243285.226,0.00576595944840729,0.007820434787987802428338356932,0.0000203446664634834,7008.99429482098,402.288973,207.213368807681,0.000118741401042713,1.35631109756556,20021.5185839602,25.8788958276784,99992725510.137063,896241,34088,248559449.107938,337123939.229878,7300.37374251546,9901.57792334994,314.42,426.451335296563,248855140.134867,337524988.251153,0.099506276647389,0.138510025140373,0.152717197278582
2018-01-22,19907,24238,129257274728.778,0.00561819610874456,0.007262455936748233783370588146,0.0000193900029373604,8028.30370264615,298.77775344,196.285374373351,0.000120389741693511,1.29266686249069,19040.7536025104,21.5839107472018,99992719299.48532,1105453,40442,334672572.327599,432620144.032406,8282.33321572647,10706.2976920756,346.539255,447.959811490711,334954119.91041,432984091.26292,0.099597742867004,0.138448083151415,0.15296008111839
2018-01-23,17318,24407,133356684246.579,0.0087341292633107,0.0116483945127839730590613848,0.000029340609871408,14251.0302439588,390.35853594,201.456833306936,0.000122925238566346,1.333664085064,19847.5903068702,32.1567295965494,99992708613.863353,1223433,39433,256156070.398065,341626151.261025,6503.4591356845,8673.42987794378,356.702812,475.721729405736,256450904.097447,342019360.376957,0.0994885597732212,0.138478292580186,0.152954368038978
2018-01-24,16566,24662,133357196520.201,0.015772495963045,0.0210352951074268824149774987,0.0000200050408857729,18419.7665137694,448.8076162,200.546894727378,0.00011880293311321,1.33366939238486,20501.9539068938,33.0399735922786,99992694802.519538,875660,42078,222796341.220988,297136661.021765,5303.40425535812,7072.98793081474,365.405939,487.330716639949,223156644.256959,297617186.152823,0.0994778366785982,0.138060411701779,0.152892591077616
2018-01-25,14492,24653,129758957925.607,0.0135362121202677,0.01756573298486328011172718523,0.0000194652678631146,14653.4398503708,435.81491552,194.24929592953,0.000116588528003124,1.29768452420764,19942.4293767608,21.1526078186074,99992683510.53017,834206,37857,229438415.135825,297738680.580488,6070.04584405777,7877.00455306467,380,493.120119198903,229793725.518495,298199761.365369,0.0994588110399807,0.1360933618174,0.153029394960751
2018-01-26,16403,23991,120611824404.998,0.00813382534030437,0.00981107383550047554993864387,0.0000180930990493829,10726.309669319,261.97728527,179.223279627425,0.000109301856221398,1.20620660329219,18996.593512878,-1.2972015176855,99992674617.932799,1093286,36261,381684520.916846,460390389.504316,10544.5477690955,12718.903147813,499.465085,602.458083640895,382355846.655173,461200147.042846,0.09966004437814,0.136604144185521,0.153067500520392
2018-01-27,13225,24232,120540486918.662,0.00667671692201334,0.008048737074272562404290365453,0.0000144659188070154,5774.61470635929,496.77537112,178.469464672966,0.000106483208964392,1.20549323391795,18656.5361415612,-5.0742432378467,99992669827.682183,717456,26703,201283468.626401,242645859.528662,7542.75212671711,9092.7366538777,304.98,367.651326480296,201414110.039727,242803346.868496,0.099560685180889,0.109861130384724,0.150925351725079
2018-01-28,12997,24092,135443281625.15,0.00632007174161406,0.008560740515418082704579487513,0.0000162543860868866,6811.32750887085,519.59347486,199.73651265697,0.000116609589236218,1.35453217390722,21329.0883091436,-29.9632902147771,99992664799.136062,795647,28291,192444034.878521,260671636.91948,6824.61404499862,9244.15929844973,308.342838,417.660294664862,193075155.947056,261526510.712441,0.0998216093419646,0.112485777797057,0.151334560844909
2018-01-29,14759,24072,125559963431.553,0.00628926878167511,0.00789738331821240238431911562,0.0000150683017546768,7105.74961439479,432.63168795,184.400422082339,0.000112794582221561,1.25569181288973,19682.1694249657,-36.0151597177498,99992659140.303583,899760,30034,231126526.155115,290223686.634622,7730.69703707938,9707.37297739147,299.98,376.682430030661,232183754.811642,291551240.002975,0.100032643374586,0.112996293085375,0.151935784250255
2018-01-30,14159,24187,109018861850.234,0.00618826680957463,0.006746873731022997601523311958,0.0000141734933548103,6600.14272112071,326.72298071,159.3802182038,0.00010946971290552,1.09026871960079,17019.189759028,-44.9660273994404,99992653086.6192,978252,33106,306047198.975572,333673687.764505,9248.30333463973,10083.1358351374,378.411601,412.570331704355,306174330.196583,333812294.958058,0.100671529615385,0.115190071822047,0.153438694185783
2018-01-31,15544,24090,110886618461.752,0.00560808256511443,0.006219070353362703526704385899,0.0000133073725955084,5824.66934969314,392.6037633,161.485135913793,0.000110342004560983,1.10894771629237,17557.4210685361,-44.8240670990959,99992647834.190015,936582,30543,254691007.018825,282439010.59373,8355.2343517627,9265.5180534748,334.157887,370.563625669734,255193922.805888,282996717.907281,0.10061183244092,0.113696929826397,0.153415567975845
2018-02-01,16837,23952,94127291333.3021,0.0059356750061852,0.005587501279353585910425720733,0.000014120132773942,6255.81671987578,80.86983988,134.700282064679,0.000104132326877546,0.941342184929464,14305.2655414929,-56.9007085740666,99992641188.554857,1119609,34994,1236463944.21743,1163935670.83614,35340.7761252678,33267.7634148626,436.4118485,410.812882996096,1236715119.72762,1164172112.9397,0.101419449456163,0.106122660500983,0.155365113743513
2018-02-02,19785,23048,89456578702.8061,0.00665103498232699,0.005950226751394370266137264349,0.0000196818974608485,8147.76449521934,143.29587153,126.803432877561,0.000101823790536267,0.894631702765841,13848.3555844121,-67.2579839649109,99992632081.159635,1369320,44598,697805393.932821,624278827.773308,15756.018571094,14095.8337230681,591.15868,528.869296493207,702686916.233651,628645992.381389,0.101504965096939,0.105936541234711,0.155389966213214
2018-02-03,13615,23081,94258967354.8721,0.00445712873870719,0.004201553311721842378196569092,0.0000141398876654633,4978.56757342512,460.36106429,133.229675582093,0.000103224794343634,0.942659177697551,14520.8833857449,-65.4385839201744,99992626799.751793,1184935,27038,217204786.757008,204750085.676333,8037.20276216011,7576.34294676633,379.039855,357.305398028899,217309888.283285,204849160.594668,0.101384358142729,0.106428771185312,0.155130214191695
2018-02-04,11100,23175,82405966845.1745,0.00399847776285068,0.003295227363625146051138809996,0.00000988944561124934,3510.00039750414,516.87726249,116.243876708875,0.0000998870106110349,0.824120467604112,12747.8153426493,-66.4344321761123,99992622540.665245,1065177,22840,193455254.850414,159430435.087796,8476.00308298183,6985.24762416088,454.295,374.39380783021,193591910.415305,159543055.735835,0.101865662662802,0.106272775181822,0.15607076827887
2018-02-05,15762,23207,67127773271.4626,0.00476545909892663,0.003199182777979594451998845974,0.00000805592756937146,3783.46232545312,328.30305542,94.4482264622519,0.0000980105301388286,0.671327297447622,10442.0251117537,-74.4061778552785,99992616904.871289,1182634,31202,304574128.242639,204468926.385596,9826.04839606471,6596.49451431966,590.17775,396.202433921218,306592362.054011,205823821.835802,0.103084120770021,0.109216470605028,0.158071825276246
2018-02-06,16833,23151,76524814612.9574,0.00513244365079252,0.003927883271944164379112630291,0.000017602008205344,5527.62371517504,251.04329227,107.238843358127,0.0000988939029329038,0.765304704580175,11920.4146064678,-72.128112442722,99992609682.096253,1407278,37247,398308231.134877,304827163.160529,11114.6535190934,8506.09662794078,550,420.917587519096,413987499.625672,316826581.10091,0.103484125970997,0.11269077446467,0.158755385322059
2018-02-07,14404,23122,71324102454.4348,0.00493646170323103,0.003521147440002899480678538639,0.000017119050777758,4318.41268566323,460.46265715,99.7931643776273,0.0000935516897572419,0.713293782406582,11127.5938023397,-70.1524056291831,99992603627.911018,1226422,27775,217156814.078459,154896605.289387,7822.6187192013,5579.82529454362,389.85,278.077581071206,217273234.925816,154979647.555949,0.103594435600979,0.110368180403349,0.159017249672514
2018-02-08,9524,23359,77255250666.1411,0.00448292654267437,0.00346355248444660461065981451,0.0000216330713076218,3780.907407939,488.84816165,107.90293527096,0.0000940076764451187,0.77260968955792,12030.1295919691,-61.9666140472882,99992598734.227365,1091627,16700,204547355.556248,158035268.876206,12259.0349083314,9471.44915480565,499.15,385.648126542836,204725882.969135,158173200.885254,0.103679642320272,0.112397504303204,0.159143225156505
2018-02-09,11510,22984,90599924607.7136,0.00567886298434357,0.005145426736491292757442665854,0.0000253698581950221,5765.11106007388,351.20067786,126.123634998282,0.000104621122608761,0.906066364107931,14264.2972355336,-53.0898967021816,99992592371.436196,1120434,30748,284716399.126076,257971952.558066,9465.72036785687,8576.57083736646,379.98,344.287097033732,291051969.870863,263712400.107344,0.104288587269091,0.117858816914712,0.150249448457022
2018-02-10,15080,23014,103283402296.811,0.00606355083563092,0.006263105997497050200335160029,0.0000247898546601842,7369.14546423104,343.29825114,143.419365799441,0.000121087357078844,1.03291061084101,16245.4498083714,-45.454000650819,99992585237.086537,1176596,36859,291270301.861842,300856185.415961,7906.42937950045,8166.63479995111,500,516.455305420505,291423080.499007,301013992.091398,0.104518562348959,0.120455020779233,0.148817190522257
2018-02-11,9699,23388,96538267284.0533,0.00442726920390086,0.004274326071123177004674658273,0.0000115854515483913,3671.16737057484,441.69011996,133.770721382222,0.000119240048363899,0.965454295699271,14991.9172918778,-51.8914598302147,99992581434.558145,858888,21803,226386276.068223,218565602.717427,10390.5678618843,10031.618377011,396.3672,382.674415914292,226545551.092664,218719375.473971,0.104680668829429,0.120707463198226,0.128601104960736
2018-02-12,11505,23435,104633930476.135,0.00477720674117333,0.004998950223993132446228993732,0.0000125570036923259,4047.11010974305,301.301327,144.295387294326,0.000117473700004248,1.04641697436049,16501.8814270746,-47.3453126991916,99992577566.969785,809592,21977,331869024.815919,347273380.83184,15140.89295803,15843.6873982578,300,313.925092308147,332751404.538625,348196717.951511,0.104805716919357,0.121775495487213,0.127666912055904
2018-02-13,9176,22975,98582719414.2647,0.00460548217918137,0.004540546817324422385243153648,0.0000256334109344918,4861.6270449647,589.92257588,135.685274839412,0.00011566215923087,0.985900420557378,15638.0037884672,-46.2864753282227,99992572635.815539,1070714,21194,169501179.856878,167111284.505868,8019.57208571624,7906.49949199785,375.177,369.887162083455,169966810.78467,167570350.233402,0.10492171429455,0.120898832946397,0.127950468606864
2018-02-14,11662,23085,113162594067.581,0.0054501190717998,0.006167954570524325131642410078,0.0000248976212746714,6103.62897230833,205.89372251,154.775590382773,0.000119538826749797,1.13171005793961,17922.160291911,-31.4499737791431,99992567242.535759,989571,25080,485651364.320158,549616533.653217,19378.1791099909,21930.480203332,380.472297,430.584325282287,486004732.078572,550016443.499565,0.105328667888738,0.10632429519732,0.129026652849923
2018-02-15,11175,22889,111289982964.307,0.00428108079266136,0.004764768483596322506250012005,0.0000389543914265163,5724.49291633077,476.87481184,151.970871848726,0.000110122885702279,1.11298261218618,18086.12296112,-4.55376936259324,99992562099.155392,1201421,24967,209683043.88733,233373581.91687,8422.28713364137,9373.85913458222,300,333.894783655854,210279242.865624,234037141.013114,0.105336318724376,0.104477221539401,0.128931975117197
2018-02-16,9743,23720,111411766503.321,0.00418770003054679,0.004665937821537814458080885005,0.0000356544187024099,4628.24170987761,634.11029279,151.867419837385,0.000109349884879103,1.11420058445031,18448.5278967208,-13.7334291116507,99992557945.28779,991921,18949,157689536.16163,175697773.352986,8412.59156712655,9373.31444083415,250,278.550146112578,159410197.605481,177614935.339366,0.104291095968055,0.0972606785865654,0.128899768762345
2018-02-17,8502,23926,117965988153.667,0.00512123017771493,0.006041759694832199154170987604,0.0000365721797381441,5448.00576082257,876.20786026,160.565809713032,0.000106421655321596,1.17974773348852,19952.6584974934,-24.7412844034869,99992553327.346508,901725,21073,114119671.669354,134632423.998374,5419.31278810592,6393.42197883331,314.9,371.502561275535,114201178.383756,134728581.359954,0.103132861919121,0.0980365721815722,0.128924314803758
2018-02-18,8371,23808,107549512407.649,0.00448828643493395,0.00482748988071987287359692682,0.0000376451343457276,4837.50209473248,30.96373084,139.22688291514,0.000102905262350004,1.07557526702079,19400.1770197627,-29.4459312407266,99992548829.751367,1002074,19404,3229344336.71683,3473402897.26628,166429.424677631,179007.372887759,334.619633,359.908601114374,3229396556.444742,3473459063.51407,0.10340642668735,0.0989606659955534,0.117282920784389
2018-02-19,8517,24453,110762891582.445,0.00511285042160577,0.005663563146334468016099201703,0.0000132925378510621,3429.52535475766,1189.83355091,143.331934201984,0.0000994412526524222,1.10771148758851,18578.116735656,-29.374435993054,99992545733.705697,605542,19366,84039104.173191,93091081.0992911,4355.25465345038,4824.3656110003,249.94,276.861409207872,84343861.61872,93428664.4226318,0.102872567171086,0.0958898298528087,0.11731625781316
2018-02-20,10657,24054,102570916677.746,0.00546447341460216,0.005605378537044079999697938438,0.0000123094280712913,4103.45099031434,583.78855754,132.571783935157,0.0000912139290551286,1.02578567260761,17265.8328380413,-24.3694404293535,99992541733.405147,732056,24990,171282119.941808,175698744.610165,6875.5950445958,7052.88688739825,403.739585,414.150281757542,171821120.164449,176251643.316082,0.103069237513225,0.0964771979150253,0.117735616268956
2018-02-21,9051,23577,95134206642.6152,0.00463644015610152,0.004411169747314977738480348816,0.000020931087466581,4131.36925024279,120.79022546,121.721361154082,0.0000909671420925245,0.951413066662774,16179.9539512926,-26.3992066115467,99992537391.05439,936570,23559,827819776.070943,787598551.795747,35163.9805977341,33455.4706165605,484.316305,460.784860974833,828428218.902017,788177432.255548,0.103210145049677,0.0969573821001591,0.117948280394502
2018-02-22,9488,23569,89570569799.6754,0.00479292926290615,0.00429337465204561659056299292,0.0000277689502416552,4243.84198868497,119.87447374,113.544580337311,0.0000906821396207979,0.895772588440491,15138.2981207096,-32.8337173901249,99992532653.421152,988463,22434,834143663.205575,747203028.320891,37191.8259609122,33315.4182098346,499.75,447.662351073135,834361423.607104,747398092.119429,0.103276177986154,0.0973438431517624,0.118198810743158
2018-02-23,8080,23014,94303176922.013,0.00501958326730781,0.004733980213365263709871717896,0.0000282930671408362,4409.50374158078,35.35617463,115.276324298253,0.0000928335610773865,0.943102238027874,15861.426797806,-29.2851554206081,99992527977.890161,931458,20436,2828148944.66622,2667233599.19088,139659.153286481,131712.860025558,375.7450235,354.365972590686,2854074456.562522,2691684007.4823,0.103053309414861,0.0980480289025232,0.118067639037348
2018-02-24,6734,23053,90280777044.6839,0.00469733146637276,0.004241104421422481610842320295,0.0000270862581347539,3767.17372564178,344.72285408,110.045001547342,0.0000932086702507987,0.902875271158462,15778.1755691285,-30.4241320354997,99992523805.471394,888253,17156,290066418.930806,261893796.646115,16914.0596251464,15271.2861704444,329.75,297.723120664503,290177606.929011,261994185.540144,0.103097919781056,0.0975323244004936,0.116837556513875
2018-02-25,6661,23371,90449817071.5446,0.00446143470753374,0.004035661387748816166405894114,0.0000271369748901674,3185.57353038785,1015.9586696,110.252778503816,0.0000941939396720268,0.904565829672247,15794.5631848958,-25.0073886842148,99992520283.811139,789356,13904,98421838.678558,89029032.1621379,7084.95583254509,6408.80895085738,302.3617155,273.506076042381,98509225.895707,89108079.652721,0.103042359425075,0.0975418677028361,0.116699435603976
2018-02-26,7850,23729,92733628281.77,0.00480248380317076,0.004453850746532724869289463683,0.0000111288681334242,2765.50282094008,771.36113736,113.064115003791,0.0000899314186087526,0.927405677785346,16295.9732770869,-23.0683630822877,99992517301.833686,620924,18933,129631261.491786,120220767.925959,6850.39560771721,6353.09578167274,297,275.439486302248,129698540.04091,120283162.43441,0.1027203088095,0.0947427190971231,0.102247550398059
2018-02-27,8007,23391,93124747587.2206,0.004733821736836,0.00440868958366303692833652418,0.0000204889782996801,3191.30931154699,868.89145892,113.713974282139,0.0000874139118055993,0.931317195440005,16640.6982730275,-31.2443651483323,99992513875.171613,723868,18581,115080557.931835,107176502.462748,6204.03511646784,5777.92458508014,303,282.189110218322,115277176.499089,107359616.715374,0.10269231630867,0.0940134350170866,0.102209065256346
2018-02-28,8151,24013,88332811188.4718,0.00514281611969565,0.004543134281881106496957300542,0.0000132509140210616,2418.84192495629,492.73806213,107.836549692154,0.0000857079779035251,0.883394268070772,15889.5881815109,-29.6487992513217,99992511137.048883,532417,18810,202932387.045794,179269307.522174,10803.9714409716,9544.16644335464,420,371.025592589724,203222702.804676,179525770.799501,0.102436864353857,0.090999883543454,0.10229868415104
2018-03-01,8892,23628,91520933911.6574,0.00526306453658215,0.004817166740408391673536332239,0.0000137291687388371,3289.715424526,72.02367627,109.99259834209,0.0000837887994847167,0.915277915922474,17097.1523619894,-16.0502452773652,99992507542.823165,682915,17816,1388328293.19468,1270706226.81143,77932.6969416479,71330.0764389692,400,366.11116636899,1388448928.712399,1270816641.83668,0.102456665188934,0.0912399134122173,0.102434950459996
2018-03-02,8456,23849,89843072183.1222,0.00575368276303028,0.005169672831200429833743187171,0.0000107819767841585,2393.25351014876,219.54669931,107.453614638964,0.0000815773829434914,0.898498065346538,14522.7426677571,-18.9774186694251,99992504879.207513,462941,18071,455449820.894807,409220782.936411,25223.5752102131,22663.3335274994,427.306,383.933614310968,455815227.623761,409549100.175441,0.102227782402552,0.0861435635408515,0.101635772119037
2018-03-03,6694,23359,89580966457.5325,0.00561200141250173,0.005027662114053790817656075272,0.0000134381526602625,3239.05623399281,897.26235627,107.061879767564,0.0000784090574635738,0.895876844017498,13764.5296437964,-4.82984207441768,99992501263.692439,644247,15564,111441765.683353,99838097.3321398,7163.66490799011,6417.76150936908,399.374963,357.790781432045,111495280.627958,99886040.1318203,0.102211138432832,0.0856223046375504,0.0966044384189297
2018-03-04,7233,23381,99844193218.9539,0.00618818002732986,0.006179002018489340574097290184,0.0000119822021813199,4010.83346321556,712.13806763,119.207252843598,0.000087110979369568,0.998516848443325,15886.3023886575,11.6120572696354,99992497246.901466,649107,17506,140411672.667655,140203420.876763,8023.5361353212,8011.63601521207,499.98,499.238453884694,140460023.584933,140251700.082302,0.102426151473124,0.0874621568960115,0.0979975368299597
2018-03-05,11962,22808,94443971379.4031,0.00613638622244272,0.005795882001615395366607224854,0.0000113341275301441,4941.76025868334,225.19595166,112.290431191773,0.0000818419776331458,0.944510627512005,15258.7124023233,0.196407127650964,99992492014.816072,852633,26103,444024376.457527,419385742.438526,17147.312150208,16195.8185591372,500,472.255313756002,447596289.056879,422759451.849158,0.102519757068268,0.084239127679803,0.0974400977307703
2018-03-06,8551,23549,89819868898.7426,0.00490709107656422,0.004407873893754730821844285732,0.0000179653233452556,3658.46039796023,433.4078037,106.726092116358,0.0000841306737161061,0.89826616726278,14689.3222627445,8.99694918077024,99992487942.013899,829983,20208,230712246.26709,207241005.194926,11423.2726598721,10261.139349781,500,449.13308363139,230841493.910695,207357103.980374,0.102472190999956,0.0748526686174004,0.0969217879966216
2018-03-07,9860,23665,85300104430.0444,0.00415545899700853,0.003544877263742118380613799702,0.0000102367818321703,2563.14831968959,438.6141061,103.287312855139,0.0000861413537752957,0.853065152680856,12456.8561201445,27.0714234210644,99992484937.380183,723057,20539,227973709.796494,194476427.554767,11109.2382969826,9476.90406398349,502,428.23870664579,228172645.381726,194646132.570157,0.102566761023089,0.0719374332366201,0.0966433945233944
2018-03-08,8845,23251,80884502408.8899,0.00480232967112389,0.003884632574358606784798856702,0.0000210315521528297,3816.16980986811,615.34338252,118.740353854558,0.0000866950302919487,0.808905852031913,12432.98634285,5.6972271555101,99992480219.68677,982376,19329,162498668.320315,131446123.751696,8411.72989703921,6804.29753942682,469.85,380.064414577194,162590327.179871,131520267.139581,0.102662958690931,0.07137238037081,0.0954598917038887
2018-03-09,9106,22938,82760938935.0862,0.00499856387041363,0.004137169718571001172073060453,0.0000248301501740858,4402.7180941272,420.43149011,121.303166975282,0.0000892066454296771,0.827671672469527,12646.0967833202,16.0351727274343,99992474900.285079,1064186,21055,237832981.718776,196847621.747594,11386.030223909,9423.89467821131,500.475,414.228980279187,239732866.364403,198420102.449739,0.10265525255191,0.0699897227719574,0.0936687664478495
2018-03-10,6421,23074,77618205242.2517,0.00427396136230455,0.003317621890575159972377329553,0.0000232872148997595,3136.47310010598,462.57876791,113.627014914686,0.0000883440685861537,0.776240496658649,12503.6453167464,0.469940663416552,99992470859.690555,945398,14392,216163122.470661,167794569.54591,15036.2976739245,11671.7831743144,325.7851345,252.887614608285,216402396.123121,167980303.444733,0.102764709800194,0.0641497705769371,0.0937746979711561
2018-03-11,6006,23166,81434736917.44,0.00422329258071903,0.003439486299324899672212723141,0.0000260610789981446,3154.24970052189,1047.72719744,119.251638329036,0.0000856052649693229,0.81440871869202,12885.7995100424,-10.1159969122298,99992466986.635628,917070,12713,95437502.463098,77725134.0961381,7508.32224682262,6114.8431005616,338.67047,275.816183531524,95453300.723856,77738000.3374396,0.102711727634184,0.0595336344999918,0.0941352229682439
2018-03-12,7733,23266,78341838760.6274,0.0042149153767169,0.00330229108910019147091646305,0.0000172365035752612,2817.29680600841,830.63388353,115.211085357507,0.0000856456975074976,0.783477435239145,12313.7821253575,-24.1485732631571,99992463390.748013,853134,14282,120380910.740595,94315727.1987938,8459.13606994223,6627.54223241728,400,313.390974095658,120813381.350915,94654558.1633836,0.102124814890649,0.0587430213480274,0.0936949080360435
2018-03-13,8906,23225,77838756009.7511,0.00551090541873653,0.004289943754321402360054767682,0.0000171258178872373,3905.07574034621,310.71416249,115.167407044749,0.0000849781801486288,0.778446267601694,12018.163082208,-19.3699514239696,99992458374.247963,910286,22812,321814936.190428,250515635.935916,14108.5962721555,10982.7841091586,500,389.223133800847,321845298.160412,250539271.098127,0.102022259879748,0.0562722728607225,0.0936996855798708
2018-03-14,8439,23350,68822220160.3586,0.00576678876256268,0.003969131589036297823454748831,0.0000206482242672218,3357.71862079797,234.57651899,103.688828018129,0.0000837099843179956,0.688274142240728,10673.0872969169,-34.2256328877538,99992453495.786875,845958,21641,426267956.944087,293389212.430399,26249.4212069043,18066.7978654976,676.443,465.578225599745,568063724.338616,390983572.607234,0.102486645162993,0.0594126883709614,0.0943799714661957
2018-03-15,11859,22982,68548823639.4567,0.00525413427893957,0.00360191926300413646515193298,0.0000219372803009891,3870.56480931604,388.54855609,105.90870870124,0.0000829089460431866,0.685540009405908,10820.4626019835,-30.4655931662613,99992447849.778245,1074584,24540,257348653.812128,176422798.554964,10492.6504129454,7193.13166278346,573.9755,393.483169668761,257489641.133679,176519451.004706,0.102487264585268,0.051967019289165,0.0936465082531191
2018-03-16,8425,23445,68376929984.9747,0.00583852811036768,0.003992507984072488217644438389,0.000020514629245252,3180.47178519199,298.23856788,105.908595186497,0.0000816317023770371,0.683820974841733,10713.5141696574,-39.5763102002737,99992443198.748367,796610,20091,335276701.16405,229269240.631721,16887.833324137,11548.2546466761,568.8,388.957370489978,339293459.315236,232015984.106369,0.10241404991896,0.052039475231085,0.0826319268908006
2018-03-17,6655,23467,62921568340.2997,0.00466647437789567,0.002936440879136568821376571743,0.0000220242140954658,2429.35571304111,522.69453707,97.6801935060815,0.0000798389053243468,0.629263259870452,10542.0020021601,-43.461537226137,99992439338.11345,827313,15739,191301864.181051,120379234.673863,12166.4058021994,7655.8721759988,500.75,315.103577380129,191487060.920817,120495772.178045,0.102553130280552,0.0533400555636621,0.081848859222621
2018-03-18,8916,23235,65031101985.2422,0.00502986296000221,0.003271222780174279647156133115,0.0000143079248353523,2839.90551416274,411.12413397,101.777775418628,0.0000794185971395417,0.65036021978874,9407.72193976318,-41.629879856005,99992434971.447981,868148,21553,243217137.37683,158178750.920783,11433.1583243543,7435.67136070655,908.995012,591.174195791188,246418861.364809,160261024.837308,0.102556603475204,0.0522737037567635,0.0774350486215433
2018-03-19,9405,23383,71062559226.817,0.00561286319846839,0.003988946175534742572043185115,0.0000156349465074636,3133.62038079188,283.86588497,111.568869802724,0.0000832468180990088,0.710679386702891,10462.0110280281,-39.7600549228089,99992430562.117361,785576,20076,352252369.368857,250338497.8277,17555.274811905,12476.1719367253,739.1816005,525.321126505401,352439697.123804,250471627.801698,0.102604487921171,0.0541624588626438,0.0785772411463786
2018-03-20,7213,23439,69807349792.2318,0.00552873278185391,0.003859754158099342855929167727,0.0000153587801813984,2971.73665919127,199.06016195,109.759644825035,0.0000784804304696668,0.698126371881746,9951.4786863683,-35.0927458739853,99992426305.385659,769929,18352,502322641.18743,350684683.006237,27407.7911401081,19134.1017899363,709.9789905,495.65505675003,502987783.003264,351149036.048912,0.102622444489335,0.0535067318870414,0.0783879531834646
2018-03-21,6975,23828,67664713842.4431,0.00649188008906594,0.004393044984484289382328001915,0.0000101504762662284,2825.25069737655,320.05321089,107.766187171917,0.0000762082588680761,0.676698417748558,9804.98613835757,-38.910228400562,99992422130.334228,643119,19371,312424367.971204,211417075.472207,16179.0365521664,10948.3284355471,690.37,467.172286661072,313404117.052015,212080070.124982,0.102644514950275,0.0523084790664924,0.0764694941928391
2018-03-22,7534,24076,65174831977.3856,0.00665780810854439,0.004339544263161800229343577319,0.0000130359547539154,2553.88689203467,29.64844982,101.297649668553,0.0000748275524945753,0.651797737695772,8932.67830163337,-36.4586818571113,99992418212.114289,588515,15971,3372601901.09598,2198254289.28282,211259.400479458,137698.399299476,672.874983,438.578391671481,3374023885.057428,2199181135.21193,0.102686923107778,0.0511957456144623,0.0763953876884152
2018-03-23,7227,23894,63182813321.4355,0.00763924883446732,0.00482705854621099236101798795,0.0000176925300147436,3123.72956995097,200.26041267,98.2456025888959,0.0000720353791197374,0.631876071955127,6165.326463576,-33.585516733386,99992413268.53483,647129,17028,499311930.588856,315503261.380817,29335.819034639,18536.6020991941,905.8232275,572.368022878415,499530326.521833,315641260.545078,0.102690395154459,0.0505162389731761,0.0762234209681281
2018-03-24,5221,23869,63239652242.5265,0.00653389803937472,0.004132328093038573982801459623,0.0000240328922473503,2853.13700554183,507.96623021,98.5017218825144,0.0000734462171936568,0.632444532825007,5787.83247860505,-29.3967530390642,99992408757.250666,690443,14893,196848536.006077,124495780.39165,13223.2742844663,8362.98752725623,712.76774,450.786060337036,196934223.918557,124549973.243427,0.102669692671294,0.0490978850840389,0.0762260746998869
