date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-09-03,1325,20074,754831051.6377,0.0117864264605357,0.00008896870678212945778977229876,0.0000830324422657063,27.4620596911466,2182.72282812,1161.76369057762,0.0000332355172413793,0.00754840384233694,70.2826133732573,-8.36434803516285,99998763633.187986,308671,21510,45813770.921789,345820.844457976,2137.88341003203,16.1376073467542,500,3.77420192116847,45985872.149789,347119.934028683,0.0421745045717855,0.0287610604126468,0.0250693677023277
2015-09-04,1346,19944,763963360.719427,0.0119161518725547,0.00009103616348982998343089994643,0.0000840370120403174,30.5041245536817,1611.96498447,1169.05935766316,0.000033043,0.00763972836730158,56.4148043712785,-6.45606414420905,99998759640.359565,335077,24344,62035317.518563,473932.975021126,2576.64383497219,19.6848589984698,600,4.58383702038095,62725817.518563,479208.207458748,0.0421847924892447,0.0280568364820735,0.0251527226866695
2015-09-05,1072,20225,750169313.115922,0.0124357666518437,0.00009329046580166970583049167295,0.0000825196509831764,27.2725347724602,861.58495254,1135.56882656085,0.0000317982632963179,0.00750178645301604,50.9657875149993,-4.57915951770659,99998756004.887542,292340,24890,116063721.528212,870685.253846967,4690.80841816842,35.1894430451095,600,4.50107187180962,116754221.528212,875865.237392774,0.0421744919521489,0.0273792022096527,0.0249451782613253
2015-09-06,1083,19835,777326773.437442,0.0127391263078232,0.00009902587432017518164303055468,0.0000855070113287901,23.1602705118769,1964.9024757,1177.99680933129,0.00003228,0.00777336466625365,55.8709191005166,-4.46951880952008,99998753025.447942,233881,19265,50892476.477647,395605.778429486,2758.74785765103,21.4447531197674,800,6.21869173300292,53147277.477647,413133.16885232,0.0422089325077397,0.0278129897698812,0.0245565794517607
2015-09-07,1281,16731,768698561.231124,0.0128028730795508,0.00009841673054810511031263592107,0.0000922449796416085,16.8537666896325,2019.4585169,1160.83419168093,0.0000319377948568089,0.00768708163680071,55.4093042337567,-7.9033924177605,99998750832.96873,171249,16261,49517605.8315,380645.878485659,3148.84729300166,24.2054462031227,800,6.14966530944057,51203405.8315,393604.760708978,0.0421557100434796,0.0253340273036878,0.0245449559618994
2015-09-08,1336,19937,774413639.33007,0.0124146614523671,0.00009614203444514605311052197012,0.0000851865661382946,15.3589784287154,2472.87778009,1170.77359484193,0.0000317152364114553,0.00774423328529951,65.5765275598404,-12.408559353347,99998748849.689319,159753,18714,40438209.140263,313162.925221928,2176.75585872945,16.8573051751434,500,3.87211664264976,40735809.140263,315467.609047633,0.0421422364183746,0.024887753042086,0.0245653586720278
2015-09-09,1395,19687,753170688.342777,0.0133218550220129,0.0001003375651541550490442646168,0.0000828498144494097,19.5999399772126,1271.15255179,1131.5626254228,0.00003156,0.0075318013135827,57.2160027412208,-12.0642728450787,99998746247.398159,195340,19468,78667777.605615,592510.070706603,4052.74181249307,30.5244461069468,600,4.51908078814962,78898777.605615,594249.91681004,0.0418564668526372,0.0250192158828166,0.0247763518341716
2015-09-10,1285,20138,753729902.711065,0.0126301280842854,0.00009519824774153073801908189453,0.0000829113306031913,16.3819048678581,2490.75274526,1131.92611176535,0.0000315998410286382,0.00753739369119921,52.761131499219,-9.8905416041165,99998744073.980458,172082,19811,40148001.147123,302611.290560584,2063.618754587,15.5543069818644,600,4.52243621471953,40882351.147123,308146.375617716,0.0417607884813662,0.0241863932209641,0.0247503395479315
2015-09-11,1246,20024,759781990.860922,0.0120140287702282,0.00009128157534229855370448825894,0.0000835770704373144,16.1494450279841,1685.36944382,1135.07911025648,0.0000315506779661017,0.00759791549430131,61.5464216304936,-5.73933579581644,99998741948.470502,176919,19428,59333425.270584,450810.351193339,3066.19957126745,23.296725231153,1000,7.59791549430131,59570125.270584,452608.77779084,0.0417249698608933,0.0242510812880881,0.024720282779716
2015-09-12,894,19725,748809260.556564,0.0120803418301841,0.00009045985816734433795884798971,0.0000823700565620189,14.9367317805919,3321.38284879,1116.16196603201,0.00003171,0.00748818696018354,74.1944717891122,-7.27176315464915,99998739953.764459,165120,17403,30107561.972351,225451.052964277,1864.33155044251,13.9604632054824,1000,7.48818696018354,32444961.972351,242953.94116501,0.041720667007085,0.0237822774991782,0.0247423713667715
2015-09-13,1033,19871,757722211.010956,0.0119370632432577,0.00009045092207732538217906937285,0.0000833504960621326,23.6012686467145,2200.12380219,1132.22840434328,0.0000329021519579193,0.00757731782383024,74.5002902485104,-8.47987082193843,99998736839.038484,260929,19419,45451413.570323,344399.806164688,2350.89415368057,17.8134721726221,800,6.06185425906419,45652013.570323,345919.816120148,0.0414934384426588,0.0226542011058249,0.0239574549126047
2015-09-14,1449,20002,730798704.635408,0.0118737070462596,0.00008677399612729773000372046511,0.000080388875494529,23.1249228719403,1386.37714429,1092.20952743517,0.0000316522022209234,0.00730807959041173,49.8813665375414,-7.81591844663624,99998733674.743051,266496,13029,72129531.337627,527128.355834475,5578.0974240254,40.7651799378483,900,6.57727163137056,72677031.337627,531129.529410226,0.0415718018516683,0.0234597713240456,0.0242686324633262
2015-09-15,5999,20034,747158005.381303,0.0116772033940566,0.00008724826820160078728065483699,0.0000821884245594358,29.0428545258762,1415.02961513,1121.05529930639,0.0000324419070718878,0.00747167495994871,52.8497369727478,-6.5021496324838,99998729787.682294,332876,13785,70669001.354096,528015.807861981,5194.27902459891,38.8099645230825,500,3.73583747997436,71603136.354096,534995.360950692,0.0416101066903559,0.0237301554663068,0.0244376201141046
2015-09-16,1806,19825,720168325.223192,0.011540535157184,0.000083112337194091860754182688,0.0000792195246306145,23.6354864512559,2664.18100042,1084.92193809494,0.0000314497632963179,0.0072017749664195,48.0357286637387,-11.0915163396431,99998726505.784906,284380,6467,37534509.288291,270315.089369254,6686.81301412834,48.1569225702776,400,2.8807099865678,43243619.762368,311430.818261985,0.0416610573484838,0.0214965188967485,0.0248520181116431
2015-09-17,2400,20046,729133491.669981,0.0111843019161744,0.00008154953400751139373348265339,0.0000729215730871552,39.3283229190644,615.40423343,1097.00813432262,0.0000312777907656341,0.00729142816589893,34.1860933773193,-3.87368235736426,99998721112.009911,482263,11315,162492741.648996,1184804.15321363,19053.5697436143,138.927735089509,500,3.64571408294946,215591141.648996,1571967.3225378,0.041631192316412,0.0216556621972177,0.0248458109224149
2015-09-18,2331,20251,731827579.400281,0.0117571807325459,0.00008604339481651761996990351192,0.0000805020663126902,27.7036499592586,1468.30666095,1098.93058535808,0.0000313753296317943,0.00731836966479002,32.1568154645747,-3.27270505883993,99998717326.515159,321973,8585,68104790.358816,498416.031788843,7936.3879276431,58.081420657669,900,6.58653269831102,68133890.358816,498628.996346088,0.0414939235599179,0.0206215309037608,0.0245936683203967
2015-09-19,803,19928,731153574.099678,0.0116031117607315,0.00008483765743481222551006269623,0.0000804279275272706,24.9873200819326,1353.40361246,1092.1765984985,0.0000314794476914085,0.00731162977520642,64.0193522181231,-6.55710374011845,99998713909.039049,294531,8405,73886838.329842,540233.207128336,9138.23056155169,66.8153586665427,1100,8.04279275272706,76806827.869842,561583.089592291,0.0413793074969583,0.020612808703011,0.0245927082394275
2015-09-20,879,18946,711562087.65223,0.012085697915548,0.00008599835234789557407228732976,0.0000782728380633993,16.0159891478627,1073.54615067,1056.56842379455,0.0000307584015195792,0.00711571255121812,34.653470942252,-8.54512517362229,99998711658.247012,186236,7578,93148032.430261,662814.623485281,12300.6244959437,87.5277081136073,700,4.98099878585268,93214132.430261,663284.972084916,0.0412594424186418,0.02093006202517,0.0247907544783015
2015-09-21,1371,19834,714356617.326865,0.0120710364415863,0.00008623136039052435092531044488,0.0000785802419606577,15.2057793971839,697.45700329,1051.27907761804,0.0000315116569257744,0.00714365836005979,56.2811124199077,-6.51079431269658,99998709529.676659,176337,7041,143376163.77441,1024230.33098037,20369.2889894063,145.511241577646,500,3.5718291800299,143420163.77441,1024544.65194821,0.0412219998093633,0.0205224525874249,0.0247051069391943
2015-09-22,1312,20077,710520780.0291,0.01192462124479,0.0000847280080056903602357303901,0.0000781582969328941,22.9096908126665,2026.55602568,1053.20668017944,0.0000308252112799532,0.00710529972117219,46.0075604494581,-4.7064727648576,99998706305.366396,270391,7679,49344160.752607,350605.051636974,6430.70201232022,45.6920652150803,700,4.97370980482053,49381360.752607,350869.368786602,0.0412058786444689,0.0189920712245347,0.0244373519981923
2015-09-23,1307,19991,646337139.576767,0.0118531508091949,0.0000766123101906189206026442923,0.0000710980080876951,26.7557767617311,295.95259264,932.653034221115,0.0000280982852133255,0.00646345528069955,38.8878593178284,-9.57461370175822,99998702165.81942,349236,11225,337887569.336758,2183921.1943124,30112.3111213147,194.62957633113,2500,16.1586382017489,338010692.336758,2184716.99431693,0.0417825203739116,0.0257517390759994,0.0265125996209863
2015-09-24,1281,19975,653790036.766058,0.0120027015545039,0.00007847348800485313397517117835,0.000071917839840771,22.0199746281137,382.68399201,945.061669311244,0.0000279132624196376,0.00653798544007009,24.0690453983568,-9.35390684887692,99998698797.813353,280604,9140,261308810.626092,1708433.19923542,34542.3226067934,225.837202269419,1700,11.1145752481192,315716828.626092,2064152.02874249,0.0416122954341374,0.0256283679963147,0.0262219980235295
2015-09-25,1420,19805,667317288.514596,0.0120442143953333,0.00008037417310283946509958508082,0.0000734058590383277,19.4825388117821,1201.668647,959.536430001445,0.0000283296054938632,0.00667325991257525,34.5759362556131,-8.98740783122644,99998695878.319872,242398,7746,83216530.719666,555325.538515134,11012.7563542042,73.4909855054695,1300,8.67523788634782,85304810.719666,569261.173725367,0.0416175166977614,0.0258712285229075,0.0263919805283566
2015-09-26,923,20011,642454922.426015,0.012397101369148,0.00007964682871887244754565519636,0.0000706709649150678,16.480282858023,1097.86915774,916.747889339618,0.0000273885867913501,0.00642463317409707,22.9316478274544,-13.394866486647,99998693313.148848,206917,7874,91084345.168378,585183.505609669,11573.1708367257,74.3533772871206,1100,7.06709649150678,91127147.168378,585458.492758787,0.0414115680614505,0.0265642122260246,0.0267595191459717
2015-09-27,894,19696,642934258.651619,0.0125864055097601,0.00008092337203201610675831636045,0.0000707236940413136,13.2038619976039,926.46025158,949.114971128164,0.0000275661858562244,0.00642942673102851,35.4516513654277,-13.8509975356564,99998691259.487993,163165,7161,107936299.575491,693968.529738963,15079.2765780605,96.9511039155541,800,5.14354138482281,107982699.575491,694266.855139283,0.0414056277415225,0.0253379836863285,0.0267455679415502
2015-09-28,1313,20127,598532581.004792,0.0122048735413247,0.00007305110266334395149924450392,0.0000658394473794413,16.3763039906578,707.66139851,892.57728235184,0.0000249629883109293,0.00598540430722194,17.0350389629851,-22.7080081439764,99998688523.448262,224176,9224,141308666.453256,845789.500837107,15966.9863901839,95.5688691131606,1300,7.78102559938852,147279482.463056,881527.248699794,0.0416070367020027,0.0278099805063756,0.0280017053861884
2015-09-29,1417,20084,514867584.883272,0.0124010276284761,0.00006384971097771421401698794512,0.0000566361790164937,17.3556922876732,374.0325129,755.353599638716,0.0000216915967270602,0.00514874354695397,-0.850161751612513,-34.2828192808858,99998685152.588531,271821,11139,267352921.746698,1376531.6306026,24019.8439488911,123.672016530694,3000,15.4462306408619,267557041.746698,1377582.59213541,0.0425417861857547,0.0382344506490389,0.0337824162024265
2015-09-30,1499,20019,560748791.662138,0.0121189602105317,0.00006795781938839267195404288607,0.0000672907426457285,23.9640338087483,705.21928092,827.056809833998,0.0000236786206896552,0.00560756188714404,18.3261476439661,-27.7303946516199,99998680879.067473,352631,10837,141797996.147556,795141.038870433,13107.3142149632,73.5000756346489,2300,12.8973923404313,142043964.147556,796520.31965269,0.0430216345994067,0.0423185266879238,0.0358374853845785
2015-10-01,1344,19775,541858592.21379,0.0122408676320098,0.00006632906973171454932742753086,0.0000596052329771877,14.2596887272029,484.06810859,794.851522157731,0.0000227457551139684,0.0054186575433807,7.8293905254373,-30.7091883056389,99998678247.476786,214984,7093,206579769.403753,1119385.02578949,43388.3884680323,235.106818467435,500,2.70932877169035,307753839.403753,1667612.66338952,0.0430449718286846,0.0424681999967128,0.0360158667770379
2015-10-02,1190,20044,585937789.648446,0.0116308887142151,0.00006815067497302352379633977887,0.0000644540106197593,16.6901684515685,633.90047444,847.973089385097,0.0000246222811221508,0.00585945551088721,16.5906019871981,-23.2405695668187,99998675399.060509,244901,3518,157751381.219894,924337.200038977,44846.7939795037,262.777794128826,2800,16.4064754304842,157771021.219894,924452.279745211,0.0434621332417007,0.0456414226296361,0.037605621023207
2015-10-03,1075,19936,536855773.679062,0.0119536612687322,0.00006417477262656576604359398444,0.0000590549190764457,15.7248728862327,491.27970866,766.364018337094,0.0000223983632378726,0.00536862900694961,7.29999304817512,-28.8772948681093,99998672470.030981,245032,8322,203547328.960371,1092770.09454376,24463.473799612,131.335315051349,1500,8.05294351042441,203585028.960371,1092972.49185732,0.0438400412464917,0.0477183324814597,0.0390812214241703
2015-10-04,889,20087,506437839.407131,0.0119541883560848,0.00006054133849072306839957315894,0.0000557089033199796,13.0255295176176,725.38345564,732.941187021754,0.00002114134628872,0.00506444575636178,4.30975678844219,-33.709086071203,99998669898.075402,215151,7835,137856287.071468,698165.688046888,17599.7175585792,89.1328149027123,1000,5.06444575636178,137893787.071468,698355.604762751,0.0440348354047312,0.0484753086416775,0.0394449802372253
2015-10-05,1460,19505,489877433.879401,0.011571477503251,0.00005668681309017408553948481555,0.0000538872364239336,17.6548245028692,638.50981932,706.781716096972,0.0000203561274108708,0.00489883967490305,-24.7551635790701,-34.6976922685728,99998666294.196591,311445,5948,156612573.946405,767219.890837337,26443.3900380641,129.541928257404,2100,10.2875633172964,157285283.946405,770515.389275041,0.0439461626034759,0.0476628460589081,0.0391894984579379
2015-10-06,1291,19466,537803596.039154,0.0113575425138259,0.00006108208895302916369462585876,0.0000591591867400357,19.6929265605456,1738.27271092,781.440033290545,0.0000217878766803039,0.00537810788545779,-15.3515724304191,-30.8136422724942,99998662632.513527,322401,1483,57527603.122624,309389.65598527,41322.60493771,222.237427463155,0.5,0.00268905394272889,61281423.122624,329578.104927859,0.0445296948247403,0.0518056994334046,0.0411539652533954
2015-10-07,1272,19606,512680787.3545,0.0115292102717887,0.00005910883797212875884229561677,0.0000563956422309697,12.7726514708834,788.19718341,741.330366474556,0.0000210499897720631,0.00512687656645179,8.58876932846916,-33.3052931048935,99998660141.201067,216087,3036,126870105.915727,650447.373002597,42252.8658747454,216.625227918663,1400,7.17762719303251,128279700.795727,657674.19196106,0.0444907728909624,0.0520695950192972,0.0405667103779438
2015-10-08,1478,19314,479863101.331958,0.0114495768218929,0.00005494303313022548064379725721,0.0000527856508440425,22.2212702052546,380.64859184,691.443212996526,0.000019745419345412,0.00479869553127659,-5.24199146983233,-38.035240488097,99998655510.511318,404442,11235,262705964.64428,1260645.93857821,24879.5314602385,119.389296438502,2400,11.5168692750638,279521535.95578,1341338.74548657,0.044743675100564,0.0529069614625893,0.0411392208241265
2015-10-09,1430,19559,505489066.638322,0.0113923585045606,0.00005758790373120715002156917517,0.0000556045476263487,24.5348656814509,424.8122902,723.612205700752,0.0000206807048509643,0.00505495887512261,-6.63981445224766,-32.8851271473851,99998650656.888116,426042,8529,235394909.617027,1189911.58752728,27632.7411908813,139.682370326812,2100,10.6154136377575,235679649.617027,1191350.93651738,0.0449244366068522,0.0543092581251308,0.0418735634354306
2015-10-10,614,20218,504821229.678064,0.011188196281896,0.0000564811531699075783951480164,0.0000555310855490012,8.90487508992077,5658.79591846,724.174635121329,0.0000205246873173583,0.00504828050445465,6.45721870782197,-33.0235262840376,99998648892.945902,157661,561,17671365.133846,89210.0080922944,35064.8255505276,177.017075218832,5.6,0.028270370824946,19671367.133846,99306.5791977647,0.0448354750599719,0.0542032863678771,0.0417122373082845
2015-10-11,756,19384,513651500.760499,0.0115122861896427,0.00005913383084698549342527445116,0.000056502429543669,9.56093517283315,1160.131205,738.202371131748,0.0000206595374050263,0.00513658450396991,3.40047720460805,-32.39481923927,99998647031.604934,161683,469,86195980.765829,442752.939106246,183957.315065733,944.912293958557,32.784,0.16839778637815,86275980.765829,443163.865866563,0.0448045054001737,0.0545163754785744,0.0418234934182061
2015-10-12,849,17443,528724546.686195,0.011843900544839,0.0000626224575690117060453003097,0.0000581604878098453,7.10314011713787,3829.27887635,768.670508769575,0.0000214846607247224,0.0052873170736223,5.45231379810334,-29.3912251158229,99998645688.174983,113428,708,26114223.830979,138074.18152593,37431.5308347161,197.912372074214,160.0325,0.846142569584461,26501523.830979,140121.959428544,0.0448650578003557,0.0548854935709047,0.0418801154339705
2015-10-13,1436,19409,529390132.70426,0.011837144777474,0.00006266552647288345300860266384,0.0000582337045090038,11.3235353025971,1983.23752266,777.649156191424,0.000021159642314436,0.00529397313718216,10.6473593270629,-30.1339436953151,99998643549.226596,180698,8397,50421919.919674,266932.289579904,6166.19684645397,32.6436804637047,800,4.23517850974573,51777554.919674,274108.984853728,0.0448654163169347,0.0547465309300152,0.0416246231768898
2015-10-14,2226,19118,529529411.527658,0.0118684241254688,0.00006284765002050246703470755194,0.0000582490264012384,9.21660787550669,1397.00868748,784.47673459518,0.0000209235078901227,0.00529536603647622,7.29834354189465,-27.540936425709,99998641808.722198,146650,6370,71580543.990191,379045.181518149,11241.561065964,59.5281806656794,600,3.17721962188573,71608743.990191,379194.510840378,0.0448657782559626,0.0544216840281851,0.0415893009743431
2015-10-15,1983,20049,531211264.386957,0.0117782321150773,0.00006256814728405654641203598832,0.0000584340343610307,14.8409768313364,734.50196305,785.770543656019,0.0000208722676797195,0.00531218494191188,13.4313169498545,-28.9023549553828,99998639014.960875,237197,9223,136144821.995318,723226.473322802,14803.9835189546,78.6414983297021,800,4.2497479535295,136537139.995318,725310.539094843,0.0448675264969362,0.0542739032615346,0.0415229784911292
2015-10-16,1212,20211,528518860.768119,0.0117863958162304,0.00006229417415682588623421121037,0.0000581378672843724,12.292758563063,1926.1444045,781.708812853708,0.0000201321174751607,0.00528526066221567,12.8113487173277,-26.6116938274268,99998636689.104243,197334,7919,51916479.603348,274392.127368297,6588.00096013992,34.8193023172666,600,3.1711563973294,52170379.603348,275734.055050434,0.0448637100675503,0.0541078056072519,0.0407932270732065
2015-10-17,854,19787,513528118.942986,0.0117469849040274,0.0000603248947290880387989588225,0.0000564888647973375,14.497821625347,1179.71528195,757.461290473852,0.0000189163448275862,0.0051353513452125,9.95437579585159,-29.5700207370913,99998633865.963108,240329,7898,84765057.633594,435298.352745692,10768.2463450993,55.2987283538851,900,4.62181621069125,85047609.633594,436749.356538985,0.0448376559086428,0.0541268142343163,0.0408963426836792
2015-10-18,982,20052,499321715.373661,0.0118260675169523,0.00005905093140638959751437645449,0.0000549261404553256,12.7229365280265,2107.13748085,738.414421412782,0.0000189809719462303,0.00499328549593869,1.68704990708189,-31.7705209677741,99998631317.954079,215457,7629,47457098.659529,236966.842415958,6490.71944678582,32.4100152718428,900,4.49395694634482,49517698.659529,247256.006508889,0.0448667816568096,0.0541591159733077,0.0406387421686267
2015-10-19,1325,20126,499674855.056072,0.0118678687759082,0.00005930156919051768247319485234,0.0000549649876833741,12.102620049816,1172.75360606,740.533150463027,0.0000189188363530099,0.00499681706212492,1.36009943360869,-31.6593260907572,99998628895.888212,204086,7760,85268233.991574,426069.766466357,11011.357473141,55.0217388989476,980,4.89688072088242,85448133.991574,426968.693855833,0.0448476031723797,0.0541488859356648,0.0406524671626862
2015-10-20,1418,19631,471031907.292979,0.0118676028409705,0.00005590096394427552117419099375,0.0000518142215936125,12.404200295379,567.74032029,692.997442706062,0.0000173937504383402,0.0047103837812375,-8.34745762265948,-33.8030626260874,99998626262.514612,221896,8752,176134445.0772,829660.83340891,20195.8490718921,95.1301999165612,800,3.76830702499,176754071.0772,832579.509669743,0.0450446178950905,0.0547386169663518,0.0411822753345499
2015-10-21,1256,19349,466712118.415938,0.0121481579687729,0.00005669770531535113104331730563,0.0000513390392248793,8.50454240189205,902.05162302,683.887537838955,0.0000173790385739334,0.00466718538407994,-10.4385859923652,-34.6667330821112,99998624440.315213,149998,7438,110856875.469169,517389.588914476,14928.2177291166,69.6727595956959,600,2.80031123044796,111036083.469169,518225.985872786,0.0450349344775334,0.0547208062636144,0.0411260036994858
2015-10-22,1538,19427,472573029.883345,0.0118085588423964,0.0000558048331891353619822145656,0.0000519837495221318,10.6132980049089,1059.3166823,691.939473124163,0.0000171634853886616,0.00472579541110289,-5.56280112575194,-33.4891475862575,99998622194.492641,190186,8586,94399176.247938,446111.193924398,11002.5595443673,51.9958454051575,700,3.30805678777202,94467976.247938,446436.328648682,0.0450373352267657,0.0526932819639906,0.0409558163596163
2015-10-23,1485,19857,460786698.54714,0.0119710317901742,0.00005516168343292123841238686077,0.0000506872363550297,10.3937298774814,910.51277571,672.145353468772,0.0000165491081239041,0.00460793057772997,-6.15351765178751,-28.7079375099932,99998619938.874918,188423,8019,109826707.110802,506073.841947258,13757.5348685375,63.3937655949201,700,3.22555140441098,110321672.110802,508354.606305664,0.0450683978580776,0.0525802959425442,0.0409675231879227
2015-10-24,936,19136,467461946.161847,0.0120187467368268,0.00005618384379438894199366367755,0.00005142152466235,8.50977353262954,1539.8222422,681.334647177143,0.0000164975067212157,0.00467468406021364,-6.16529887027784,-28.4996257170691,99998618118.479481,151463,7104,64941663.639913,303581.759861257,9155.41436372649,42.7986695907632,600,2.80481043612818,65040063.639913,304041.748772782,0.0450715131560765,0.0524575772253995,0.0409475404115188
2015-10-25,1220,19337,449897848.004821,0.0119015824539021,0.00005354570454555990665421089552,0.0000494894483386994,10.6602536808619,582.51837081,702.221141113043,0.0000157467329047341,0.00449904075806358,-5.8083798317988,-32.581065071578,99998615749.029135,199087,8365,171666029.364751,772332.462886954,32513.9071565751,146.281393501327,900,4.04913668225722,271978833.364751,1223643.8566386,0.0450350674553176,0.0524633576846525,0.0410580821965675
2015-10-26,1974,19705,456955864.882583,0.0119771722536748,0.00005473114993881197296800817215,0.0000502658421016041,10.5373882977194,633.89681795,707.303068458827,0.0000159405815312683,0.00456962200923674,-3.78289794764513,-28.873417588095,99998613443.064161,192530,9055,157752193.43442,720867.895123297,17471.8106498531,79.8395704867857,1000,4.56962200923674,158207245.43442,722947.310757844,0.0449272805071318,0.0526666188460892,0.0411348916753044
2015-10-27,1954,19897,459834180.102591,0.0118314006343284,0.00005440557984593799772125255397,0.0000505824624490276,11.6645563189691,1000.82762173,709.116234771906,0.0000155540374050263,0.00459840567718433,-2.47808800736098,-28.4787607113966,99998610906.411865,214400,9075,99915918.32138,459453.92605012,11051.7598150281,50.8204750763029,1100,5.05824624490276,100294720.32138,461195.811317448,0.0449149070842887,0.0514809675274792,0.040745406466164
2015-10-28,1913,19988,468990133.021241,0.0119428244871012,0.00005601144798940561503629541376,0.0000515896326324569,12.4712849635291,811.67294756,721.632161629086,0.0000154115663354763,0.00468996660295063,1.47185727365703,-21.6432781776871,99998608247.270336,222656,9564,123200617.375923,577806.780955978,12887.4035315687,60.4414921618052,900,4.22096994265557,123255127.375923,578062.431035505,0.0449473826055899,0.0439240831937728,0.0408286889137984
2015-10-29,2095,19702,456629427.615801,0.0118707196298108,0.00005420595513026039034196782903,0.0000502299376135099,13.6294911519976,356.4216847,701.883593113577,0.0000144876054938632,0.00456635796486454,-0.821705564526742,-11.311217518961,99998605262.508463,251439,9849,280562630.036554,1281149.40031076,29755.032724942,135.872130678344,1200,5.47962955783745,293057317.307954,1338204.61505101,0.0449808505936609,0.0406611213987426,0.040895895546978
2015-10-30,2971,19685,468595163.978645,0.0116602139517797,0.00005463996292212640631347449598,0.0000515461890003874,18.442845244957,300.22334055,704.939403969978,0.000014259454704851,0.0046860171818534,0.341573839907363,-16.4339640620531,99998601326.789807,337534,12846,333080702.997722,1560821.89719113,25987.4744665828,121.777751863383,2100,9.84063608189214,333835096.997722,1564357.00043702,0.0450270420022598,0.0407584833209511,0.0410907668343952
2015-10-31,929,19703,460302842.979477,0.0117976522436139,0.00005430568994381456539845599642,0.0000506340225196343,14.4307596001497,647.26973153,687.670292644379,0.0000147420789012274,0.00460309295633039,-4.04252230840317,-15.051045033222,99998598191.776081,265732,7234,154492931.340619,711145.324056838,21359.7915870361,98.3211062029709,685,3.15311867508632,154516732.340619,711254.882272292,0.0448808316293672,0.0375293763171264,0.0410580283842268
2015-11-01,929,19464,493198825.150627,0.0116834921826911,0.00005762365647038905556492851697,0.0000542526336529187,21.5315402294127,1396.64723516,736.53883836488,0.0000149800841613092,0.00493205760481079,8.57897259963064,-15.8273734539542,99998593826.145759,373658,8198,71599034.680309,353130.563492129,8739.30649918383,43.102763080072,1000,4.93205760481079,71644834.680309,353356.45173043,0.045195014462524,0.036988546588832,0.0422798546775646
2015-11-02,1231,19520,501613746.693539,0.0119851260924355,0.00006011988789846830034175384745,0.0000551782903060609,20.6098190102497,801.91738712,748.802329456231,0.0000137827042665108,0.0050162082096419,8.13029897181082,-6.56444684204304,99998589717.500713,342812,9263,124699365.949264,625517.983211838,13566.6925347365,68.0533544704326,1000,5.0162082096419,125668272.949264,630378.222459617,0.045215697911152,0.0355755015202827,0.0423230112583356
2015-11-03,3155,19631,525754217.758325,0.0119805477669993,0.00006298912644209846767308071708,0.0000578337822559031,24.388885845369,687.86201397,778.727919188168,0.0000131185464640561,0.00525761656871846,15.2219805481588,3.81425375351341,99998585078.728462,387192,13203,145375937.394552,764330.937138574,11245.5303638985,59.1246867652593,900,4.73185491184661,148474737.394552,780623.239361719,0.0453536591429439,0.0360417233932914,0.0428765516612934
2015-11-04,1413,19703,454575079.797608,0.0116024447327841,0.00005274257128353047705180489618,0.0000500039687738826,22.539590580588,216.89846502,655.492198932494,0.0000112063138515488,0.00454581534308024,-5.79869413654378,-7.20628465616802,99998580120.412103,427351,14359,461038671.296053,2095796.66573093,32114.4669751412,145.986436710441,2900,13.1828644949327,461131631.296053,2096219.24472522,0.0465926428990447,0.0414122901601301,0.0461981029902669
2015-11-05,1542,19827,439489844.987538,0.0118652617281972,0.00005214736343130301786986532322,0.0000483445718168316,22.1226845779154,270.53238869,622.831058491878,0.0000114263956750438,0.00439496107425742,-7.69106185259648,-18.280533454131,99998575086.764659,424234,17117,369636240.489656,1624536.88858689,21621.8899041687,95.027364480701,2300,10.1084104707921,370101889.489656,1626583.39781616,0.0466121153116779,0.0409817969256137,0.0463089903703281
2015-11-06,1329,19842,448523284.34517,0.0118945612025099,0.00005335063879701499387202314947,0.0000493382661853327,17.0898101258478,436.99280981,628.611980185524,0.0000120393547632963,0.00448529692593934,-13.2508259473795,-12.5140449978977,99998571276.579869,320330,11511,228833447.670132,1026385.95938694,19903.7831352734,89.274377311205,1900,8.52206415928475,229112447.670132,1027637.35722928,0.0466401024541113,0.0395171404260215,0.0464208225648881
2015-11-07,810,19786,462620375.978249,0.0118026830673525,0.0000546023986103655063015455883,0.0000508889700152517,14.5001037701715,709.88281152,646.315948205185,0.0000119745715955582,0.00462627000138652,-2.0939652200386,-3.59317503613736,99998568142.282959,265558,8561,140866304.296539,651685.557773264,16487.2566635369,76.2745009076805,700,3.23838900097056,141147404.296539,652986.002270653,0.0466468217657105,0.0386663481798702,0.0466456097662692
