date,AdrActCnt,BlkCnt,CapMrktCurUSD,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-06-07,1252,232594,5947941035.9132281053466,0.00140563703997314,0.04438992014082623471409528156,0.00315799305784333,1192.668374343772154260467,0,673.87414264,,0.00393571035067212,31.5799305784333,,54.0857120688795,188345602,43204,7238,279496.70433002,8826486.519642929523337757666,40.29212524,1272.422517936740166586492,0.0830206,2.62178478457987962598,291634.40249862,9209794.185189294527405012046,,0.0571916455246144,
2019-06-08,943,232714,6004113029.9954017338458,0.048233684976292,1.537601586528408807568764847,0.00318781695258029,32115.88433782489961021649,0,919.48745769,,0.00401498133820186,31.8781695258029,,70.8975673588072,188345602,32570,6427,204837.59775638,6529847.666536105397558097502,34.80171918,1109.415103809426289829622,0.0711542,2.26826565007288470718,223670.64919616,7130210.873021578623263596864,,0.0570012126901921,
2019-06-09,931,233787,5689268952.3543373027674,0.000259434687704845,0.007836624260134931029385424826,0.00302065399560237,167.374620947959455203622,0,1430.74671019,,0.00395680898519023,30.2065399560237,,55.0338375392297,188345602,33485,5988,131641.47130891,3976433.362962337436677981167,24.66810236,745.138019576622530185932,0.0695574,2.10108838233712291038,147712.5969273,4461886.46109251106574597701,,0.0560852325905586,
2019-06-10,2401,235789,6038209226.1695697995602,0.121630330179686,3.899371018352905706245512969,0.00320591994825001,161242.890979904727116528326,0,675.78219103,,0.00401075767216233,32.0591994825001,,48.7089454477927,188345602,63544,12082,278707.55474223,8935141.094760968307651449223,23.44815158,751.728968999119902165158,1,32.0591994825001,283300.56736466,9082389.402649092590845186466,,0.0559950015881883,
2019-06-11,8991,236612,6036553923.8061232535456,0.0227890921218949,0.7303997651530183851882297627,0.020031506774333,69450.7920692598294596728,0,176.35566081,,0.00404550041974519,32.0504108389328,,54.1082345163474,188345602,109923,42751,1067987.27713047,34229431.00278474376014116242,26.37371123,845.288280268875708575344,4.607616,147.6759857880401922048,1127502.5288069,36136919.27019680932805327632,,0.0522959395867032,
2019-06-12,9315,236369,6578379941.9102294611802,0.0143640008021999,0.501693980424211166570187689,0.0218294848408188125,40699.924161967678177731308,0,146.22569644,,0.00428724945353594,34.9271757453101,,49.0135176678348,188345602,88566,38560,1288047.22138348,44987851.66951915144304361715,35.78582974,1249.897964520724842102374,5.01,174.985150484003601,1379901.59490278,48196065.51640310073365045208,,0.0541107804716815,
2019-06-13,11508,230845,6595577751.5619059831586,0.0137713272911352,0.4822510264449318856612292134,0.0218865535003370625,44982.446742750062857154313,0,59.50763802,,0.00425354459964933,35.0184856005393,,48.5023992332446,188345602,98700,46279,3165066.00277325,110835818.2428715352854956137,68.6997211,2405.76019410141591958923,5.85166274,204.916367399902345715682,3179354.39272744,111336176.0207372281888619084,,0.0488210163629811,
2019-06-14,11431,235056,6142350516.0609427696726,0.0457154146116173,1.490876864391064922411567676,0.0203825787901226875,138825.980981503831921067157,0,43.27233822,,0.00374938008862434,32.6121260641963,,20.8283834794558,188345602,100362,45813,4352563.54881853,141946351.1564955268437989974,94.89074928,3094.589077845404288003664,5.001,163.0932424470456963,4347229.89661902,141772409.4185825288488435936,,0.050672977094747,
2019-06-15,11145,228529,6197688867.774385395684,0.0273736829182315,0.900756737034450207956932023,0.02056621180015125,74898.82344102430695461586,0,47.42844152,,0.00371793949939928,32.905938880242,,25.0797405505311,188345602,86920,41416,3971153.08809557,130674520.8009571010660807279,95.70054323,3149.11622633233731386166,5.001,164.562600340090242,3963533.69825203,130423797.6244608371709033913,,0.0501849999009994,
2019-06-16,11769,228794,6089642339.9660721044518,0.0255609972195186,0.8264452648049382652096773797,0.0202076736704411875,73066.025861480914761694662,0,47.7236748,,0.00358470169174384,32.3322778727059,,26.5243082185431,188345602,92488,44557,3946586.31775323,127602125.4742166143672285651,88.43908808,2859.437170611272118035672,5.00075,161.685638571934029425,3940580.44777693,127407942.0172755411691786949,,0.0454517911172197,
2019-06-17,14593,235086,6376580232.9241008910636,0.0381604616224174,1.291950768570457819777023677,0.021159839164057375,146691.9661159939258779892,0,34.77982825,,0.00362458979795318,33.8557426624918,,17.3383495954609,188345602,125098,59332,5415368.94977941,183341337.5861801850756909338,91.18751465,3087.22103002260101800487,5.0006,169.29902675805649508,5410337.6189325,183170998.1437773431893060035,,0.0460534772835411,0.0507817376008821
2019-06-18,11975,230929,6463093833.5087063035214,0.104495618262628,3.58577518588339950127260624,0.0214469231192504375,318581.782164946848290918112,0,45.64214833,,0.00379292290275605,34.3150769908007,,16.777804895604,188345602,96923,43222,4126571.79603234,141603628.8889164696669396946,95.22132918,3267.527241978077286474426,5.00075,171.601121261746600525,4115656.2899731,141229062.4581000975203504612,,0.0460663953940755,0.0507299347733258
2019-06-19,10491,232874,6637906858.025312472031,0.0813415088314713,2.866737282851711414888420685,0.0220270170485096875,219554.80828190878534100964,0,42.94480222,,0.00379569369374635,35.2432272776155,,20.0437494552295,188345602,82541,41455,4385760.14462798,154568341.5622317251224289817,105.60124482,3721.72867199037652132671,5.001,176.2513796153551155,4377699.60419985,154284262.1039427313856934577,,0.0423891837324321,0.0505845057371871
2019-06-20,11673,234809,6914407255.3263917291822,0.112185119369372,4.118458806950231185612398029,0.0229445470915694375,338084.283462480325807479233,0,31.84436209,,0.00384543342628973,36.7112753465111,,12.901220879813,188345602,95773,47862,5914566.65023196,217131284.8519572933441917148,123.35763848,4528.616232334653003107128,5.001,183.5930880079020111,5904143.29299547,216748630.1144134599377326047,,0.0422545352754178,0.0507132461361547
2019-06-21,18288,235882,7294592682.7152936124884,0.0239045297276887,0.9258183136941429681901900685,0.024206142210302625,83149.59438937530328709238,0,27.56426994,,0.00384091635885447,38.7298275364842,,23.5616528641851,188345602,103787,56579,6832961.74444972,264639429.9259318809001524744,120.738516,4676.1819016910381654472,5.0004,193.66462961343559368,6831264.49678533,264573695.8166033555841903368,,0.0431823154284881,0.0505560641047099
2019-06-22,8524,237093,7116374048.9548854433436,0.0313828436998982,1.185756673460115470823012883,0.023614747216644875,80605.367148408259095577154,0,93.31821045,,0.00353603664882303,37.7835955466318,,19.2435048474126,188345602,79078,37088,2018315.62243145,76259221.16339832372057389011,54.31469707,2052.204546330707275828826,4.999875,188.913254783715671025,2014423.48482385,76112162.21022093021228380843,,0.041619598323054,0.0507446742794168
2019-06-23,8660,237208,6993834544.4644996976668,0.0304797470052261,1.13180400948087272024162516,0.023208116058320875,79023.68774589377611411471,0,125.28059042,,0.00344001430532336,37.1329856933134,,8.92675923828001,188345602,77769,39298,1503390.12107957,55825363.85751637298853834724,38.11908507,1415.475440546506424770938,5,185.664928466567,1498003.80503055,55625353.86072844897041772437,,0.04138177436307,0.0502618563553827
2019-06-24,8874,236297,7039905612.492430350837,0.0652736870116432,2.439773430660415514333094919,0.0233609968116365625,194296.236697644441848762175,0,134.77016771,,0.00339666413092055,37.3775948986185,,6.02565513223004,188345602,90324,41603,1397531.85145577,52236379.40163005607478685374,33.34787865,1246.463498907988790645025,4.9,183.15021500323065,1387371.79535599,51856620.94058524137316669982,,0.0405248087925161,0.0502390334745497
2019-06-25,7742,237178,6763120769.6192003255058,0.10492018344726,3.767477787054569683477990854,0.0224425228735205625,300075.838260721192363734402,0,137.36697923,,0.00306218904126268,35.9080365976329,,6.21350167764778,188345602,92771,38723,1371112.64331043,49233962.97546810486375788115,35.07621739,1259.518097746647559816131,4.246011,152.4659183819518673619,1358256.3659425,48772319.29723115485167750825,,0.0413187732936319,0.0504944778041477
