date,AdrActCnt,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedUSD,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2015-07-30,9206,6911,4449897,643.886123571119,,121335493200.826,,,,,39311.09375,19.914903963619,,,,,,,,,72049301.59323,0,0,0,,,,,,0,,,,
2015-07-31,424,6863,3994458,582.027976103745,,602941851593.554,,,,,36191.71875,18.3254310081202,,,,,,,,,72085493.31198,0,0,0,,,,,,0,,,,
2015-08-01,413,5293,3044344,575.164179104478,,887254173531.021,,,,,27702.1875,14.0214261307737,,,,,,,,,72113195.49948,0,0,0,,,,,,0,,,,
2015-08-02,432,5358,3112348,580.878686076894,,1020253707547.48,,,,,28227.1875,14.2815639805222,,,,,,,,,72141422.68698,0,0,0,,,,,,0,,,,
2015-08-03,444,5280,3099953,587.112310606061,,1125837358847.06,,,,,27976.71875,14.149351979974,,,,,,,,,72169399.40573,0,0,0,,,,,,0,,,,
2015-08-04,411,5368,3150854,586.969821162444,,1216587344565.17,,,,,28478.4375,14.3974172067368,,,,,,,,,72197877.84323,0,0,0,,,,,,0,,,,
2015-08-05,411,5235,3030780,578.945558739255,,1327837857486.72,,,,,27528.59375,13.9119144002565,,,,,,,,,72225406.43698,0,0,0,,,,,,0,,,,
2015-08-06,396,5116,2986060,583.670836591087,,1380846362251.63,,,,,27075.46875,13.6777946349913,,,,,,,,,72252481.90573,0,0,0,,,,,,0,,,,
2015-08-07,1390,5189,3282693,632.625361341299,216839758.68594,1470838650662.28,0.0182041041518435,0.0546123124555305,0.0039623365987065,111.955240533838,27437.65625,13.855500382319,82312.96875,82312.96875,37.84427133,,0.0107353887821518,3,,,72279919.56198,2050,2018,1909930.27518121,5729790.82554363,995.367056705633,2986.1011701169,16.1041824032697,48.3125472098091,2008650.720431966665378901,6025952.1612959,,,
2015-08-08,1208,5256,3508878,667.594748858447,86768712.520746,1586123528941.25,0.0236376154362569,0.0283649021473539,0.0014918208836549,81.7192830865275,27943.4375,14.1054572274849,33531.845565625,33531.845565625,5.38980006,,0.00458799597620939,1.19999,,,72307862.99948,2881,2663,13415685.5975655,16098688.5602226,5101.05678797403,6121.21713500096,1,1.19999,13584114.226374854422713502,16300801.2305076,,,
2015-08-09,1113,5123,3167541,618.298067538552,86801326.1864632,1709479787484.64,0.0106086905215994,0.0127303225390141,0.00146760040988467,16.9185986543497,27178.28125,13.7140623418607,32613.6657171875,32613.6657171875,70.37407159,,0.00449246052415434,1.19999,,,72335041.28073,1329,1266,1027864.94585457,1233427.65637603,921.287176231885,1105.5353986065,12.99939719,15.5991466340281,1166349.565109566912221277,1399607.81463583,,,
2015-08-10,1430,5255,3316883,631.186108468126,86834706.7207897,1837695763267.62,0.0152995308975841,0.0183592840817919,0.00147390269849958,37.3978616746101,27817.34375,14.0311351178644,33380.5343265625,33380.5343265625,49.82435968,,0.00453229757241501,1.19999,,,72362858.62448,2037,2078,1452359.02851324,1742816.3106256,804.829350028686,965.787171740923,0.5983403,0.718002376597,1672435.389359610040431298,2006905.74287764,,,
2015-08-11,2697,5280,3653834,692.014015151515,70926904.9360286,2036390797503.48,0.00227915546766469,0.00223306345792866,0.00119333361660036,11.0826939416998,28027.8125,14.1318224793474,27460.9980702878,27460.9980702878,60.22035209,,0.00361193439907303,0.979776715371128,,,72390886.43698,4963,5047,1202100.01979648,1177789.60894376,294.681750526204,288.722317610378,0.0545382,0.0534352584582537,1487258.794905751519981542,1457181.53697958,,,
2015-08-12,1219,5124,3348157,653.426424668228,92880994.2360522,2207079742289.72,0.0160053990198318,0.0205279362967741,0.00159559781403463,41.7948783002322,27370.9375,13.7954053987228,35104.9580636378,35104.9580636378,113.76126346,,0.00478172639514548,1.28256323202805,,,72418257.37448,2036,1968,636580.986965549,816455.36809014,382.281012105267,490.299570428686,10,12.8256323202805,752329.031823166247513912,964909.554603654,,,
2015-08-13,1606,5286,3519008,665.722285281877,136547211.26142,2336979708057.89,0.00877169919420939,0.0165328986412459,0.00228078841312385,46.9864979384208,28268.125,14.2420434297764,53279.762,53279.762,46.93799647,,0.00711862337661627,1.8848,,,72446525.49948,2842,2792,1543451.59446583,2909097.5652492,639.963618163232,1206.20342751406,9.995,18.838576,1786778.421911743389342624,3367719.96961925,,,
2015-08-14,1893,5809,3832496,659.751420210019,132121734.141438,2671253150471.51,0.0045226320456293,0.00824444687918333,0.00220594855270065,26.167874394528,31106.71875,15.6654570468904,56705.4068809143,56705.4068809143,36.93541976,,0.00684709500966223,1.82293115955582,,,72477632.21823,3174,3085,1962279.91160255,3577101.19463073,745.363813340425,1358.74692054361,12.18635044,22.2148779383428,2299447.364155210606159907,4191734.24987703,,,
2015-08-15,1601,5382,3435520,638.33519137867,128890652.258477,3378028425874.26,0.00386891113312036,0.00687757541572844,0.00215053277247947,15.7083822495237,28512.65625,14.3534310771403,50685.5642104032,50685.5642104032,9.60305969,,0.0067857333460502,1.77765143191116,,,72506144.87448,2284,2202,7550317.00291521,13421831.8316154,3507.79228296776,6235.63197466455,10.9695153408554,19.499974653043,7724158.607094997362294923,13730861.6082113,,,
2015-08-16,1542,5132,3287835,640.653741231489,110991821.869936,3631632144442.79,0.00273657292004328,0.00418755892559157,0.00184820179081334,10.2176437784434,27094.53125,13.6344439973665,41460.5966972965,41460.5966972965,47.62980327,,0.00592023803291093,1.53022011396844,,,72533239.40573,2440,2381,1522854.06265516,2330301.91731348,724.607691056713,1108.80926359121,8.27630383,12.66456658998,1725290.912406032944551032,2640074.85661067,,,
2015-08-17,1522,5347,3393782,634.707686553207,94093273.029279,3908024035252.58,0.00304252063679737,0.00394536061114674,0.00156935197536213,9.91074585520055,28118.90625,14.1444441228927,36462.9326767871,36462.9326767871,33.36085742,,0.00503135545871848,1.29674078901227,,,72561358.31198,2512,2520,2175044.76574991,2820469.26567555,1351.34595281805,1752.34541708581,8.25937464920241,10.7102679993547,3405391.801101473656746222,4415910.45105624,,,
2015-08-18,1544,4948,3208720,648.488278092158,78698415.4988737,4377694725368.53,0.00477388586213952,0.00517578293490107,0.00130719591078644,12.9084026396434,26162.8125,13.1557413926889,28365.3699265085,28365.3699265085,53.56374159,,0.00464123674167789,1.08418656925774,,,72587521.12448,2494,2498,1355161.5136605,1469247.9122857,787.300486856734,853.580613820151,7.87847178861323,8.54173329949047,1966676.616168120875916788,2132244.37332274,,,
2015-08-19,1592,5192,3392043,653.321070878274,90042355.9131052,4419573021824.62,0.00475383569608138,0.00589475626314091,0.00150540818419404,19.1343788301555,27282.03125,13.7133765754266,33829.71875,33829.71875,70.25608785,,0.00544533523106806,1.24,,,72614803.15573,3246,3214,1033573.10914207,1281630.65533617,449.800584222832,557.752724436312,5.8565757635957,7.26215394685867,1445659.077692183254314354,1792617.25633831,,,
2015-08-20,1378,4024,2615975,650.093190854871,110537252.032546,4469109431846.1,0.00297679849878715,0.00453009195545429,0.00180255347509764,10.432801773411,21057.03125,10.58129742866,32044.59015625,32044.59015625,181.9441914,,0.00646158405956324,1.5218,,,72635860.18698,2303,2262,399220.550143735,607533.833208736,209.653343754119,319.050458525019,5,7.609,474235.863571817882046363,721692.137183592,,,
2015-08-21,1613,5088,3396674,667.585298742138,105280940.917753,4415252643654.76,0.00200434848805963,0.00290410523005846,0.00152134746513734,11.3811883965986,26690.9375,13.4074458393436,38672.5620073945,38672.5620073945,134.19700872,,0.00622048085428462,1.44890234774985,,,72662551.12448,3919,3914,541461.779346481,784525.243311928,154.351104314732,223.639677419397,5,7.24451173874925,604130.222287859673575384,875325.697419519,,,
