date,AdrActCnt,CapMrktCurUSD,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2018-08-03,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-04,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-05,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-06,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-07,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-08,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-09,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-10,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-11,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-12,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-13,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-14,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-15,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-16,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-17,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-18,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-19,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-20,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-21,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-22,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-23,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-24,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-25,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-26,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-27,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-28,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-29,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-30,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-08-31,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-01,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-02,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-03,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-04,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-05,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-06,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-07,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-08,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-09,0,,,,,,,,,0,0,0,0,,,,,,0,,,,
2018-09-10,5,,,9.09090909,,,,,,20,3,3,2.2,,0.733333333333333,,1,,2.2,,,,
2018-09-11,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-12,5,,,13.33333333,,,,,,20,4,4,1.5,,0.625,,0.7,,2.5,,,,
2018-09-13,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-14,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-15,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-16,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-17,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-18,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-19,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-20,0,,,,,,,,,20,0,0,0,,,,,,0,,,,
2018-09-21,2,,,,,,,,,120,0,0,0,,,,,,0,,,,
2018-09-22,3,,,109.09090909,,,,,,120,2,2,1.1,,0.55,,0.55,,1.1,,,,
2018-09-23,0,,,,,,,,,120,0,0,0,,,,,,0,,,,
2018-09-24,2,,,30,,,,,,120,2,2,4,,2,,2,,4,,,,
2018-09-25,5,,,3260921.43478261,,,,,,7500119.3,4,4,2.3,,1.25,,1.35,,5,,,,
2018-09-26,15,,,3.55953396,,,,,,7509648.1,45,40,2109727.9,,105486.065,,1.45,,4219442.6,,,,
2018-09-27,21,7513491.11526027,1240.42992298017,7.50290369,,0.000149799583534979,1.00034671208078,,,7510887,31,31,1001064.029525,1001411.11051767,64574.6461137097,64597.0349236294,19.9,19.9068995704075,2001814.029525,2002508.08263251,,,
2018-09-28,32,7504735.24176371,839.218190273527,7320.21743587,,0.000150845575038551,0.999069274135151,,,7511726.6,44,44,1026.161677,1025.2066017857,32.2500394318182,32.2200234859766,2,1.9981385482703,1419.001735,1417.68103338297,,,
2018-09-29,21,7506841.66726322,0,1988.67446883,,0.00015177307845705,0.999349705725205,,,7511726.5,29,29,3777.252948,3774.79662203346,302.247681965517,302.051132028365,63.97347,63.9318684187202,8765.182777,8759.48282882259,,,
